#SampleID	Metaphlan2_Analysis
k__Bacteria	97.37706
k__Archaea	2.47165
k__Eukaryota	0.15129
k__Bacteria|p__Proteobacteria	20.31671
k__Bacteria|p__Acidobacteria	14.44838
k__Bacteria|p__Actinobacteria	12.13042
k__Bacteria|p__Chlorobi	9.27754
k__Bacteria|p__Cyanobacteria	8.29485
k__Bacteria|p__Chloroflexi	7.72974
k__Bacteria|p__Verrucomicrobia	6.42306
k__Bacteria|p__Planctomycetes	6.06323
k__Bacteria|p__Bacteroidetes	5.00002
k__Bacteria|p__Firmicutes	2.48441
k__Bacteria|p__Spirochaetes	2.48029
k__Archaea|p__Crenarchaeota	1.87648
k__Bacteria|p__Gemmatimonadetes	1.04555
k__Bacteria|p__Elusimicrobia	0.87898
k__Bacteria|p__Nitrospirae	0.79996
k__Archaea|p__Euryarchaeota	0.59516
k__Eukaryota|p__Ascomycota	0.15129
k__Bacteria|p__Deinococcus_Thermus	0.00393
k__Bacteria|p__Actinobacteria|c__Actinobacteria	12.13042
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	10.0764
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	9.29296
k__Bacteria|p__Chlorobi|c__Chlorobia	9.27754
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname	8.17048
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	6.30698
k__Bacteria|p__Planctomycetes|c__Planctomycetia	5.28514
k__Bacteria|p__Chloroflexi|c__Chloroflexi	3.44789
k__Bacteria|p__Verrucomicrobia|c__Opitutae	3.31164
k__Bacteria|p__Acidobacteria|c__Acidobacteria_noname	3.13509
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2.48029
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	2.10882
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.1059
k__Bacteria|p__Acidobacteria|c__Solibacteres	2.02033
k__Archaea|p__Crenarchaeota|c__Thermoprotei	1.87648
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1.86716
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	1.62224
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobia_noname	1.48918
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1.37971
k__Bacteria|p__Firmicutes|c__Bacilli	1.25413
k__Bacteria|p__Firmicutes|c__Clostridia	1.18145
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	1.04555
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.0419
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	1.01011
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	0.87898
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	0.80639
k__Bacteria|p__Nitrospirae|c__Nitrospira	0.79996
k__Bacteria|p__Bacteroidetes|c__Cytophagia	0.78813
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.78553
