#SampleID	Metaphlan2_Analysis
k__Bacteria	51.16416
k__Viruses	48.63582
k__Eukaryota	0.20002
k__Viruses|p__Viruses_noname	48.63582
k__Bacteria|p__Actinobacteria	46.26746
k__Bacteria|p__Firmicutes	4.5417
k__Bacteria|p__Proteobacteria	0.355
k__Eukaryota|p__Basidiomycota	0.20002
k__Viruses|p__Viruses_noname|c__Viruses_noname	48.63582
k__Bacteria|p__Actinobacteria|c__Actinobacteria	46.26746
k__Bacteria|p__Firmicutes|c__Bacilli	3.90305
k__Bacteria|p__Firmicutes|c__Clostridia	0.63865
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.355
k__Eukaryota|p__Basidiomycota|c__Exobasidiomycetes	0.20002
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	48.63582
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	46.26746
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	3.90305
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.63865
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.24668
k__Eukaryota|p__Basidiomycota|c__Exobasidiomycetes|o__Malasseziales	0.20002
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.10832
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	48.63582
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	46.1834
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	3.90305
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.63865
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.24668
k__Eukaryota|p__Basidiomycota|c__Exobasidiomycetes|o__Malasseziales|f__Malasseziaceae	0.20002
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.10832
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0.08406
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	48.63582
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	46.1834
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	3.90305
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus	0.63865
k__Eukaryota|p__Basidiomycota|c__Exobasidiomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia	0.20002
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0.16225
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0.10832
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	0.08443
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium	0.08406
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_P101A	48.63582
