#SampleID	Metaphlan2_Analysis
k__Viruses	99.24695
k__Bacteria	0.47689
k__Archaea	0.27615
k__Viruses|p__Viruses_noname	99.24695
k__Bacteria|p__Firmicutes	0.40381
k__Archaea|p__Euryarchaeota	0.27615
k__Bacteria|p__Bacteroidetes	0.06108
k__Bacteria|p__Fibrobacteres	0.00809
k__Bacteria|p__Proteobacteria	0.0022
k__Bacteria|p__Actinobacteria	0.00106
k__Bacteria|p__Spirochaetes	0.00065
k__Viruses|p__Viruses_noname|c__Viruses_noname	99.24695
k__Bacteria|p__Firmicutes|c__Clostridia	0.35531
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.27615
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.06108
k__Bacteria|p__Firmicutes|c__Bacilli	0.04851
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	0.00809
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.00186
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.00106
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.00065
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.00034
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	98.85186
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales	0.39509
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.35531
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.27615
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.06108
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.04851
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	0.00809
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.00186
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.00106
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.00065
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.00034
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname	65.93328
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae	32.91469
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae	0.39509
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.27615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.18748
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.16783
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.06108
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0.04851
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae	0.00809
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Luteoviridae	0.00389
