#SampleID	Metaphlan2_Analysis
k__Viruses	99.51494
k__Bacteria	0.3833
k__Archaea	0.10176
k__Viruses|p__Viruses_noname	99.51494
k__Bacteria|p__Firmicutes	0.31553
k__Archaea|p__Euryarchaeota	0.10176
k__Bacteria|p__Bacteroidetes	0.03785
k__Bacteria|p__Fibrobacteres	0.02152
k__Bacteria|p__Actinobacteria	0.00775
k__Bacteria|p__Proteobacteria	0.00054
k__Bacteria|p__Spirochaetes	0.00012
k__Viruses|p__Viruses_noname|c__Viruses_noname	99.51494
k__Bacteria|p__Firmicutes|c__Clostridia	0.2573
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.10176
k__Bacteria|p__Firmicutes|c__Negativicutes	0.05822
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.03785
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	0.02152
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.00775
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.00054
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.00012
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	99.34556
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.2573
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales	0.16938
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.10176
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.05822
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.03785
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	0.02152
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.00775
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.00054
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.00012
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname	83.63795
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae	15.68957
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae	0.16562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.16344
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.10176
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.09358
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.05808
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.03785
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae	0.02152
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae	0.01271
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.00775
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Partitiviridae	0.00533
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae	0.00376
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.00054
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.00029
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.00015
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0.00012
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname	61.84892
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Sobemovirus	21.78903
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae|g__Alfamovirus	15.68957
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus	0.16562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.1632
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.10176
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0.09358
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.03785
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0.03714
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter	0.02152
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	0.02065
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus	0.01271
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Partitiviridae|g__Betacryptovirus	0.00533
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.00512
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Potexvirus	0.00376
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella	0.00263
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	0.00054
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0.00029
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas	0.00028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	0.00024
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified	0.00015
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema	0.00012
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Lucerne_transient_streak_virus_satellite_RNA	48.43479
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Sobemovirus|s__Lucerne_transient_streak_virus	21.78903
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae|g__Alfamovirus|s__Alfalfa_mosaic_virus	15.68957
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Subterranean_clover_mottle_virus_satellite_RNA	13.41413
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Red_clover_vein_mosaic_virus	0.16562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_albus	0.15198
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified	0.10176
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified	0.09248
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified	0.03313
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bryantii	0.02774
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter_succinogenes	0.02152
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified	0.01936
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus|s__Clover_yellow_vein_virus	0.01271
