#SampleID	Metaphlan2_Analysis
k__Bacteria	66.71017
k__Archaea	33.28983
k__Bacteria|p__Firmicutes	57.5157
k__Archaea|p__Euryarchaeota	33.28983
k__Bacteria|p__Proteobacteria	5.2441
k__Bacteria|p__Bacteroidetes	2.68356
k__Bacteria|p__Actinobacteria	0.80408
k__Bacteria|p__Spirochaetes	0.24066
k__Bacteria|p__Fibrobacteres	0.22206
k__Bacteria|p__Firmicutes|c__Clostridia	56.76704
k__Archaea|p__Euryarchaeota|c__Methanobacteria	33.28983
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5.2441
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2.68356
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.80408
k__Bacteria|p__Firmicutes|c__Bacilli	0.42209
k__Bacteria|p__Firmicutes|c__Negativicutes	0.30447
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.24066
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria	0.22206
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0221
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	56.76704
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	33.28983
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	5.16519
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2.68356
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.464
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.32486
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.31274
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.30447
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.24066
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	0.22206
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.10935
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.07891
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0221
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.01523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	55.53193
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	33.28983
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	5.16519
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2.68356
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	1.12031
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.464
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.32486
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.29929
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.26356
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0.24066
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae	0.22206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.1148
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	0.08592
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.07891
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.0409
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	0.02343
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0221
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiopsaceae	0.01523
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.01345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	55.28738
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	33.28983
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae_unclassified	4.97288
